country_iso,year,school_enrollment_tertiary
TSA,1976,4.402190208
TSS,1976,1.6849999430000002
TTO,1976,4.361949921
TUN,1976,3.7223598960000004
TUR,1976,8.512869835
TZA,1976,0.22912000100000002
UGA,1976,0.52967
UKR,1976,37.780029299999995
UMC,1976,7.897429943
USA,1976,54.76602173
VEN,1976,16.32171059
VNM,1976,1.6890200380000002
WLD,1976,11.65268993
ZMB,1976,1.964169979
ZWE,1976,1.570639968
AFG,1977,1.4082200530000002
ARB,1977,8.864370346
ARG,1977,24.07761955
AUS,1977,24.43742943
AUT,1977,19.28277969
BEN,1977,0.989759982
BFA,1977,0.183339998
BGD,1977,3.006690025
BGR,1977,19.74670982
BHR,1977,3.5207600589999997
BHS,1977,30.12882042
BRN,1977,1.9574199909999999
BWA,1977,0.862569988
CAF,1977,0.440250009
CEB,1977,15.36561012
CHE,1977,15.755270000000001
CHL,1977,11.77925014
CHN,1977,0.637220025
CIV,1977,1.5088499780000002
COD,1977,1.202559948
COG,1977,2.74341011
COL,1977,8.5353899
CSS,1977,6.294239997999999
CUB,1977,13.99691963
CZE,1977,13.05451965
DNK,1977,30.16300964
EAP,1977,2.1917600630000003
EAR,1977,6.280849934
EAS,1977,4.216289997
ECA,1977,31.80266953
ECS,1977,27.423639299999998
EGY,1977,15.61616993
EMU,1977,25.59861946
ESP,1977,20.33963013
ETH,1977,0.244749993
EUU,1977,22.53355026
FCS,1977,3.632050037
FIN,1977,29.33498955
FRA,1977,24.93112946
GAB,1977,2.58491993
GBR,1977,19.32522964
GIN,1977,3.35571003
GRC,1977,17.20153046
GTM,1977,4.645030022
HIC,1977,31.47260094
HKG,1977,9.37390995
HND,1977,6.236499786
HPC,1977,1.913149953
HTI,1977,0.606509984
HUN,1977,12.23124027
IBD,1977,7.801919937
IBT,1977,6.971950054
IDA,1977,2.9493100639999996
IDB,1977,3.574340105
IDN,1977,2.302949905
IDX,1977,2.65734005
IND,1977,4.831359863
IRL,1977,16.71571922
IRN,1977,4.451809883
IRQ,1977,8.385009766
