country_iso,year,electrification
NER,2003,9.447062492
NGA,2003,52.2
NIC,2003,74.48204803
NLD,2003,100.0
NOR,2003,100.0
NPL,2003,38.66164017
NZL,2003,100.0
OED,2003,99.75956768
OSS,2003,59.00166906
PAK,2003,70.50772095
PAN,2003,87.8
PER,2003,74.380966
PHL,2003,76.6
PNG,2003,16.4686203
POL,2003,100.0
PRE,2003,26.83663265
PRI,2003,100.0
PRT,2003,100.0
PRY,2003,92.558399
PSE,2003,99.1
PSS,2003,58.6993407
PST,2003,99.96329769
PYF,2003,100.0
QAT,2003,100.0
ROU,2003,100.0
RUS,2003,100.0
RWA,2003,7.848389626
SAS,2003,62.21332285
SDN,2003,32.80327606
SEN,2003,41.86531448
SGP,2003,100.0
SLB,2003,14.34556103
SLV,2003,86.961151
SMR,2003,100.0
SOM,2003,9.943418503
SRB,2003,100.0
SSA,2003,31.15168737
SSF,2003,31.15925635
SST,2003,66.08118453
STP,2003,54.38166428
SUR,2003,95.42429352
SVK,2003,100.0
SVN,2003,100.0
SWE,2003,100.0
SWZ,2003,30.58553314
SYC,2003,95.07534790000001
SYR,2003,92.77629852
TCA,2003,95.47219086
TCD,2003,3.976642132
TEA,2003,92.38313508
TEC,2003,99.90663535
TGO,2003,23.22799301
THA,2003,90.5063324
TJK,2003,100.0
TKM,2003,99.71644592
TLA,2003,92.60993818
TLS,2003,27.7
TMN,2003,91.25019007
TON,2003,87.55095673
TSA,2003,62.21332285
TSS,2003,31.15925635
TTO,2003,96.85510254
TUN,2003,98.4
TUV,2003,95.13804626
TZA,2003,11.1
UGA,2003,10.231532099999999
UKR,2003,100.0
UMC,2003,96.30250381
URY,2003,98.59928894
USA,2003,100.0
UZB,2003,99.72254944
VCT,2003,83.8813324
VEN,2003,95.7
VIR,2003,100.0
VNM,2003,89.7303772
VUT,2003,26.80337906
WLD,2003,79.86122679
WSM,2003,89.7352829
XKX,2003,100.0
YEM,2003,54.44343948
ZAF,2003,78.8
ZMB,2003,18.5
ZWE,2003,34.93855667
ABW,2004,100.0
AGO,2004,27.19437218
ALB,2004,100.0
AND,2004,100.0
ARB,2004,79.02110165
ARE,2004,100.0
ARG,2004,96.62782288
ARM,2004,99.28195190000001
ATG,2004,98.01010895
AUS,2004,100.0
AUT,2004,100.0
AZE,2004,99.18422699
BDI,2004,4.305505753
BEL,2004,100.0
BEN,2004,25.81433868
BFA,2004,11.67270947
BGD,2004,40.6
BGR,2004,100.0
BHR,2004,100.0
BHS,2004,100.0
BIH,2004,100.0
BLR,2004,100.0
BLZ,2004,83.54940796
BMU,2004,100.0
BOL,2004,76.10416412
BRA,2004,96.765107
BRB,2004,99.99673462
BRN,2004,100.0
BTN,2004,51.92449188
BWA,2004,35.45961761
CAF,2004,7.65847826
CAN,2004,100.0
CEB,2004,100.0
CHE,2004,100.0
CHL,2004,97.807724
CHN,2004,97.87665558
CIV,2004,51.69551468
CMR,2004,47.1
COD,2004,9.127615929
COL,2004,95.06580353
COM,2004,49.01848602
CPV,2004,65.13404846
CRI,2004,98.954779
CSS,2004,90.05118676
CUB,2004,96.79644012
CUW,2004,100.0
CYM,2004,100.0
CYP,2004,100.0
CZE,2004,100.0
DEU,2004,100.0
DJI,2004,56.33669281
DMA,2004,86.38484192
DNK,2004,100.0
DOM,2004,90.316567
EAP,2004,93.37500134
EAR,2004,70.11500864
EAS,2004,94.06397928
ECA,2004,99.86509258
ECS,2004,99.94531554
ECU,2004,94.95071411
EGY,2004,98.23976898
EMU,2004,100.0
ERI,2004,33.58452988
ESP,2004,100.0
EST,2004,100.0
ETH,2004,28.20145607
EUU,2004,100.0
FCS,2004,34.81869566
FIN,2004,100.0
FJI,2004,80.86593628
FRA,2004,100.0
FRO,2004,100.0
FSM,2004,53.77828217
GAB,2004,79.17151642
GBR,2004,100.0
GEO,2004,99.01428223
GHA,2004,52.6712265
GIB,2004,100.0
GIN,2004,20.29938316
GMB,2004,34.41551971
GRC,2004,100.0
GRD,2004,87.5369873
GRL,2004,100.0
GTM,2004,77.28907776
GUM,2004,100.0
GUY,2004,76.90126038
HIC,2004,99.912419
HKG,2004,100.0
HND,2004,67.113528
HPC,2004,24.10468686
HRV,2004,100.0
HTI,2004,34.17414093
HUN,2004,100.0
IBD,2004,86.39981978
IBT,2004,76.16774895
IDA,2004,40.58117492
IDB,2004,57.32595912
IDN,2004,89.01
IDX,2004,31.75388195
IMN,2004,100.0
IND,2004,64.4
IRL,2004,100.0
IRN,2004,98.2989502
ISL,2004,100.0
ISR,2004,100.0
ITA,2004,100.0
JAM,2004,87.89811707
JOR,2004,99.17343682
JPN,2004,100.0
KAZ,2004,99.36252594
KEN,2004,23.88743782
KGZ,2004,99.7012558
KHM,2004,25.32569695
KNA,2004,95.76443481
KOR,2004,100.0
KWT,2004,100.0
LAC,2004,93.04086172
LAO,2004,54.21323776
LBN,2004,99.9
LBY,2004,91.95874023
LCA,2004,91.38967133
LCN,2004,93.23461366
LDC,2004,26.76070016
LIC,2004,23.08093046
LIE,2004,100.0
LKA,2004,76.02059174
LMC,2004,66.22285477
LMY,2004,75.93574892
LSO,2004,6.8
LTE,2004,96.97379146
LTU,2004,100.0
LUX,2004,100.0
LVA,2004,100.0
MAC,2004,100.0
MAR,2004,78.2
MCO,2004,100.0
MDA,2004,99.1
MDG,2004,15.01970387
MDV,2004,90.23160553
MEA,2004,92.39140158
MEX,2004,98.597701
MHL,2004,74.52844238
MIC,2004,80.79210332
MKD,2004,100.0
MLI,2004,16.42730141
MLT,2004,100.0
MMR,2004,46.39868927
MNA,2004,91.18302003
MNE,2004,100.0
MNG,2004,75.51359558
MNP,2004,99.98853302
MOZ,2004,11.00163841
MRT,2004,24.3426075
MUS,2004,98.95426941
MWI,2004,6.9
NAC,2004,100.0
NAM,2004,38.77025223
NCL,2004,100.0
NER,2004,9.926546097000001
NGA,2004,46.3403244
NIC,2004,75.00214386
NLD,2004,100.0
NOR,2004,100.0
NPL,2004,37.2
NZL,2004,100.0
OED,2004,99.83830824
OSS,2004,60.679053700000004
PAK,2004,70.51215363
PAN,2004,84.51927948
PER,2004,75.692357
PHL,2004,87.6
PNG,2004,18.17760086
POL,2004,100.0
PRE,2004,26.08826976
PRI,2004,100.0
PRT,2004,100.0
PRY,2004,93.249876
PSE,2004,99.30528259
PSS,2004,59.77388766
PST,2004,99.96522636
PYF,2004,100.0
QAT,2004,100.0
ROU,2004,100.0
RUS,2004,100.0
RWA,2004,8.922110558
SAS,2004,62.51524528
SAU,2004,100.0
SDN,2004,33.24227524
SEN,2004,36.8
SGP,2004,100.0
SLB,2004,16.87771988
SLE,2004,16.8
SLV,2004,87.357045
SMR,2004,100.0
SOM,2004,11.51067734
SRB,2004,100.0
SSA,2004,30.87924223
SSF,2004,30.88660201
SST,2004,67.39268386
STP,2004,55.16479874
SUR,2004,94.79205322
SVK,2004,100.0
SVN,2004,100.0
SWE,2004,100.0
SWZ,2004,33.19287491
SYC,2004,95.40557098
SYR,2004,92.47637177
TCA,2004,95.80950928
TCD,2004,3.5
TEA,2004,93.37500134
TEC,2004,99.88067995
TGO,2004,24.96438599
THA,2004,91.53406525
TJK,2004,98.76106262
TKM,2004,99.7233963
TLA,2004,93.09838213
TLS,2004,30.4195385
TMN,2004,91.07221876
TON,2004,88.21918488
TSA,2004,62.51524528
TSS,2004,30.88660201
TTO,2004,97.14296722
TUN,2004,99.0
TUV,2004,95.42103577
TZA,2004,11.4
UGA,2004,10.87735176
UKR,2004,100.0
UMC,2004,96.64958218
URY,2004,98.65337372
USA,2004,100.0
UZB,2004,99.72239685
VCT,2004,85.17482758
VEN,2004,99.1
VIR,2004,100.0
VNM,2004,90.84391785
VUT,2004,28.25197601
WLD,2004,80.12441966
WSM,2004,90.49607849
XKX,2004,100.0
YEM,2004,49.59
ZAF,2004,80.9
ZMB,2004,20.3
ZWE,2004,35.25436783
ABW,2005,100.0
AFG,2005,23.0
AGO,2005,28.21688461
ALB,2005,100.0
AND,2005,100.0
ARB,2005,80.20927897
ARE,2005,100.0
ARG,2005,96.84909058
ARM,2005,99.8
ATG,2005,92.2
AUS,2005,100.0
AUT,2005,100.0
AZE,2005,99.31898499
BDI,2005,3.207317073
BEL,2005,100.0
BEN,2005,27.03466225
BFA,2005,12.23582554
BGD,2005,44.23
BGR,2005,100.0
BHR,2005,100.0
BHS,2005,100.0
BIH,2005,100.0
BLR,2005,100.0
BLZ,2005,84.57375336
BMU,2005,100.0
BOL,2005,68.288209
BRA,2005,97.093513
BRB,2005,99.97779846
BRN,2005,100.0
BTN,2005,59.80811164
BWA,2005,37.45701218
CAF,2005,8.133627892
CAN,2005,100.0
CEB,2005,100.0
CHE,2005,100.0
CHL,2005,97.97382355
CHN,2005,98.12897491
CIV,2005,58.9
CMR,2005,47.33861923
COD,2005,6.0
COG,2005,33.8
COL,2005,96.8
COM,2005,51.28876495
CPV,2005,67.0
CRI,2005,99.053051
CSS,2005,90.47319937
CUB,2005,96.93735504
CUW,2005,100.0
CYM,2005,100.0
CYP,2005,100.0
CZE,2005,100.0
DEU,2005,100.0
DJI,2005,56.26431656
DMA,2005,87.68852997
DNK,2005,100.0
DOM,2005,90.141224
EAP,2005,93.10415161
EAR,2005,70.77280372
EAS,2005,93.81805211
ECA,2005,99.83487098
ECS,2005,99.93330928
ECU,2005,95.83265
EGY,2005,99.4
EMU,2005,100.0
ERI,2005,34.6183815
ESP,2005,100.0
EST,2005,100.0
ETH,2005,14.0
EUU,2005,100.0
FCS,2005,34.58628723
FIN,2005,100.0
FJI,2005,82.08673859
FRA,2005,100.0
FRO,2005,100.0
FSM,2005,55.5058136
GAB,2005,81.6
GBR,2005,100.0
GEO,2005,97.93505412
GHA,2005,54.64947891
GIB,2005,100.0
GIN,2005,20.2
GMB,2005,30.4562675
GRC,2005,100.0
GRD,2005,87.86652374
GRL,2005,100.0
GTM,2005,78.41213989
GUM,2005,100.0
GUY,2005,77.5
HIC,2005,99.91685718
HKG,2005,100.0
HND,2005,68.903309
HPC,2005,22.19974888
HRV,2005,100.0
HTI,2005,34.60700989
HUN,2005,100.0
IBD,2005,87.06442066
IBT,2005,76.31162904
IDA,2005,40.28529132
IDB,2005,57.64193599
IDN,2005,85.97065735
IDX,2005,31.35454736
IMN,2005,100.0
IND,2005,67.08669281
IRL,2005,100.0
IRN,2005,98.40288544
ISL,2005,100.0
ISR,2005,100.0
ITA,2005,100.0
JAM,2005,88.68343353
JOR,2005,99.15599823
JPN,2005,100.0
KAZ,2005,99.37663269
KEN,2005,25.96982574
KGZ,2005,99.44230769
KHM,2005,20.5
KIR,2005,69.67640546
KNA,2005,96.09822083
KOR,2005,100.0
KWT,2005,100.0
LAC,2005,93.39696052
LAO,2005,57.2
LBN,2005,99.60125732
LBY,2005,90.17337799
LCA,2005,91.84897614
LCN,2005,93.58022997
LDC,2005,26.29384823
LIC,2005,21.175441199999998
LIE,2005,100.0
LKA,2005,77.56867981
LMC,2005,67.47692628
LMY,2005,76.0842464
LSO,2005,10.44579601
LTE,2005,97.49831444
LTU,2005,100.0
LUX,2005,100.0
LVA,2005,100.0
MAC,2005,100.0
MAR,2005,80.27787781
MCO,2005,100.0
MDA,2005,98.6
MDG,2005,15.32285976
MDV,2005,91.08788299999999
MEA,2005,93.43494483
MEX,2005,98.932728
MHL,2005,75.97669983
MIC,2005,81.50511999
MKD,2005,100.0
MLI,2005,17.89640808
MLT,2005,100.0
MMR,2005,47.4370079
MNA,2005,92.36806831
MNE,2005,99.83022071
MNG,2005,86.2
MNP,2005,99.95397949
MOZ,2005,12.02174759
MRT,2005,18.2
MUS,2005,98.77565002
MWI,2005,6.63094902
NAC,2005,100.0
NAM,2005,39.66730499
NCL,2005,100.0
NER,2005,7.1
NGA,2005,47.18107605
NIC,2005,73.821815
NLD,2005,100.0
NOR,2005,100.0
NPL,2005,46.22322083
NZL,2005,100.0
OED,2005,99.87097488
OSS,2005,62.05165773
PAK,2005,70.49060822
PAN,2005,85.37091064
PER,2005,77.173645
PHL,2005,80.03903961
PLW,2005,98.91650733
PNG,2005,19.86060333
POL,2005,100.0
PRE,2005,26.55110243
PRI,2005,100.0
PRT,2005,100.0
PRY,2005,94.686886
PSE,2005,99.34732819
PSS,2005,61.77482709
PST,2005,99.96127321
PYF,2005,100.0
QAT,2005,100.0
ROU,2005,100.0
RUS,2005,100.0
RWA,2005,4.8
SAS,2005,64.39221217
SAU,2005,100.0
SDN,2005,33.65529251
SEN,2005,47.1
SGP,2005,100.0
SLB,2005,19.38389969
SLE,2005,11.33248552
SLV,2005,87.525839
SMR,2005,100.0
SOM,2005,13.05195618
SRB,2005,99.69072165
SSA,2005,29.86005347
SSF,2005,29.86736663
SST,2005,68.49740724
STP,2005,55.92195511
SUR,2005,94.13384247
SVK,2005,100.0
SVN,2005,100.0
SWE,2005,100.0
SWZ,2005,35.77423859
SYC,2005,95.70980835
SYR,2005,92.15045929
TCA,2005,96.12085724
TCD,2005,4.621730328
TEA,2005,93.1042139
TEC,2005,99.85397054
TGO,2005,26.67479706
THA,2005,92.53581238
TJK,2005,99.3
TKM,2005,99.70436096
TLA,2005,93.45292566
TLS,2005,33.55041504
TMN,2005,92.27205567
TON,2005,88.86142731
TSA,2005,64.39221217
TSS,2005,29.86736663
TTO,2005,97.40485382
TUN,2005,99.3
TUV,2005,95.67805481
TZA,2005,13.17788315
UGA,2005,8.9
UKR,2005,99.88556170000001
UMC,2005,96.94192645
URY,2005,98.68147278
USA,2005,100.0
UZB,2005,99.69625854
VCT,2005,86.44233704
VEN,2005,98.85987091
VIR,2005,100.0
VNM,2005,96.1
VUT,2005,29.67459106
WLD,2005,80.20709632
WSM,2005,91.23090363
XKX,2005,100.0
YEM,2005,57.29527283
ZAF,2005,80.9
ZMB,2005,22.56822205
ZWE,2005,35.54419708
ABW,2006,100.0
AFG,2006,26.92931747
AGO,2006,29.22390366
ALB,2006,100.0
AND,2006,100.0
ARB,2006,84.11696145
ARE,2006,100.0
ARG,2006,97.05487061
ARM,2006,99.30657959
ATG,2006,100.0
AUS,2006,100.0
AUT,2006,100.0
AZE,2006,99.5
BDI,2006,4.77947855
BEL,2006,100.0
BEN,2006,27.9
BFA,2006,12.78344822
BGD,2006,50.52510246
BGR,2006,100.0
BHR,2006,100.0
BHS,2006,100.0
BIH,2006,99.38727699
BLR,2006,100.0
BLZ,2006,90.98853086
BMU,2006,100.0
BOL,2006,76.211281
BRA,2006,97.594314
BRB,2006,100.0
BRN,2006,100.0
BTN,2006,59.69068909
BWA,2006,39.43891144
CAF,2006,7.805169325
CAN,2006,100.0
CEB,2006,100.0
CHE,2006,100.0
CHL,2006,99.36810799999999
CHN,2006,98.36579132
CIV,2006,53.74567795
CMR,2006,49.0
COD,2006,10.34559536
COG,2006,33.75799942
COL,2006,95.53188324
COM,2006,53.54354858
CPV,2006,69.17707825
CRI,2006,99.14752299999999
CSS,2006,91.03151650000001
CUB,2006,97.06277466
CUW,2006,100.0
CYM,2006,100.0
CYP,2006,100.0
CZE,2006,100.0
DEU,2006,100.0
DJI,2006,55.5
DMA,2006,88.97672272
DNK,2006,100.0
DOM,2006,90.118148
EAP,2006,94.16256304
EAR,2006,72.64677952
EAS,2006,94.76505854
ECA,2006,99.8674577
ECS,2006,99.94664116
ECU,2006,96.315259
EGY,2006,99.04
EMU,2006,100.0
ERI,2006,35.63673782
ESP,2006,100.0
EST,2006,100.0
ETH,2006,29.82706642
EUU,2006,100.0
FCS,2006,40.15961641
FIN,2006,100.0
FJI,2006,83.29204559
FRA,2006,100.0
FRO,2006,100.0
FSM,2006,57.21784973
GAB,2006,80.94379425
GBR,2006,100.0
GEO,2006,99.08654785
GHA,2006,55.09345008
GIB,2006,100.0
GIN,2006,22.06729507
GMB,2006,37.38522339
GNB,2006,14.536199100000001
GRC,2006,100.0
GRD,2006,88.18056488
GRL,2006,100.0
GTM,2006,83.730998
GUM,2006,100.0
GUY,2006,73.38258786
HIC,2006,99.94307124
HKG,2006,100.0
HND,2006,71.266448
HPC,2006,25.53822572
HRV,2006,100.0
HTI,2006,33.9
HUN,2006,100.0
IBD,2006,87.97575755
IBT,2006,77.53614922
IDA,2006,42.82336575
IDB,2006,57.98767977
IDN,2006,90.62
IDX,2006,35.03458075
IMN,2006,100.0
IND,2006,67.9
IRL,2006,100.0
IRN,2006,98.4
IRQ,2006,97.62211156
ISL,2006,100.0
ISR,2006,100.0
ITA,2006,100.0
JAM,2006,89.4532547
JOR,2006,99.19004822
JPN,2006,100.0
KAZ,2006,99.76654765
KEN,2006,28.03671837
KGZ,2006,99.57266998
KHM,2006,31.764638899999998
KIR,2006,64.44664764
KNA,2006,96.41651917
KOR,2006,100.0
KWT,2006,100.0
LAC,2006,94.06576623
LAO,2006,57.04105870000001
LBN,2006,99.38381709
LBY,2006,88.37252045
LCA,2006,92.29278564
LCN,2006,94.26419471
LDC,2006,30.23399932
LIC,2006,25.28670591
LIE,2006,100.0
LKA,2006,79.10128021
LMC,2006,68.99098475
LMY,2006,77.31964854
LSO,2006,9.7
LTE,2006,98.13280649
LTU,2006,100.0
LUX,2006,100.0
LVA,2006,100.0
MAC,2006,100.0
MAR,2006,96.5
MCO,2006,100.0
MDA,2006,100.0
MDG,2006,15.61052227
MDV,2006,91.92868042
MEA,2006,95.59132598
MEX,2006,99.11416
MHL,2006,77.40946198
MIC,2006,82.52856327
MKD,2006,99.0
MLI,2006,16.6
MLT,2006,100.0
MMR,2006,48.45983505
MNA,2006,94.92775999
MNE,2006,100.0
MNG,2006,76.41764832
MNP,2006,99.89366913
MOZ,2006,13.02636433
MRT,2006,26.96873093
MUS,2006,98.58153534
MWI,2006,3.6532273330000002
NAC,2006,100.0
NAM,2006,40.54886627
NCL,2006,100.0
NER,2006,9.3
NGA,2006,48.0063324
NIC,2006,75.97488403
NLD,2006,100.0
NOR,2006,100.0
NPL,2006,51.2
NZL,2006,100.0
OED,2006,99.90725982
OSS,2006,60.30579953
PAK,2006,70.4535675
PAN,2006,86.20703888
PER,2006,80.157275
PHL,2006,81.03446198
PLW,2006,98.31123352
PNG,2006,12.4
POL,2006,100.0
PRE,2006,30.6374057
PRI,2006,100.0
PRT,2006,100.0
PRY,2006,96.749045
PSE,2006,99.7
PSS,2006,61.06386327
PST,2006,99.96636679
PYF,2006,100.0
QAT,2006,100.0
ROU,2006,100.0
RUS,2006,100.0
RWA,2006,11.00209999
SAS,2006,65.74605696
SAU,2006,100.0
SDN,2006,34.0528183
SEN,2006,49.9
SGP,2006,100.0
SLB,2006,14.4
SLE,2006,12.63524055
SLV,2006,89.20146700000001
SMR,2006,100.0
SOM,2006,15.23378582
SRB,2006,100.0
SSA,2006,32.25772759
SSF,2006,32.26508402
SST,2006,66.96030214
STP,2006,56.663619999999995
SUR,2006,91.01983989
SVK,2006,100.0
SVN,2006,100.0
SWE,2006,100.0
SWZ,2006,35.2
SYC,2006,99.0
SYR,2006,99.50575740000001
TCA,2006,96.41670227
TCD,2006,4.915791035
TEA,2006,94.16260663
TEC,2006,99.88279308
TGO,2006,27.9
THA,2006,99.14620148
TJK,2006,98.73993683
TKM,2006,99.8413328
TLA,2006,94.15603896
TLS,2006,36.66579819
TMN,2006,94.86822831
TON,2006,92.3
TSA,2006,65.74605696
TSS,2006,32.26508402
TTO,2006,100.0
TUN,2006,99.4
TUV,2006,95.91957092
TZA,2006,13.834795000000002
UGA,2006,9.0
UKR,2006,100.0
UMC,2006,97.38763621
URY,2006,98.505426
USA,2006,100.0
UZB,2006,99.49009609999999
VCT,2006,87.6943512
VEN,2006,99.3
VIR,2006,100.0
VNM,2006,96.0
VUT,2006,26.44
WLD,2006,81.19753824
WSM,2006,96.37172973
XKX,2006,100.0
YEM,2006,55.80033463
ZAF,2006,80.7
ZMB,2006,23.17374039
ZWE,2006,37.2
ABW,2007,100.0
AFG,2007,33.01575089
AGO,2007,37.5
ALB,2007,100.0
AND,2007,100.0
ARB,2007,82.86336534
ARE,2007,100.0
ARG,2007,97.2587204
ARM,2007,99.30921936
ATG,2007,100.0
AUS,2007,100.0
AUT,2007,100.0
AZE,2007,99.55561066
BDI,2007,5.006793976
BEL,2007,100.0
BEN,2007,29.44239807
BFA,2007,13.32914543
BGD,2007,46.5
BGR,2007,100.0
BHR,2007,100.0
BHS,2007,100.0
BIH,2007,99.7
BLR,2007,100.0
BLZ,2007,86.58953857
BMU,2007,100.0
BOL,2007,80.15656700000001
BRA,2007,98.125382
BRB,2007,100.0
BRN,2007,100.0
BTN,2007,71.8
BWA,2007,41.41888809
CAF,2007,9.0510149
CAN,2007,100.0
CEB,2007,100.0
CHE,2007,100.0
CHL,2007,98.27311707
CHN,2007,98.60068512
CIV,2007,54.78623962
CMR,2007,48.2
COD,2007,15.2
COG,2007,35.87351227
COL,2007,95.75525665
COM,2007,55.79640579
CPV,2007,71.18891907
CRI,2007,99.217998
CSS,2007,91.90376309
CUB,2007,97.18627167
CUW,2007,100.0
CYM,2007,100.0
CYP,2007,100.0
CZE,2007,100.0
DEU,2007,100.0
DJI,2007,56.08665466
DMA,2007,90.26298523
DNK,2007,100.0
DOM,2007,96.87634200000001
EAP,2007,94.26830081
EAR,2007,75.11395440000001
EAS,2007,94.85810193
ECA,2007,99.83555041
ECS,2007,99.93401057
ECU,2007,96.812618
EGY,2007,98.86132813
EMU,2007,100.0
ERI,2007,36.65317154
ESP,2007,100.0
EST,2007,100.0
ETH,2007,79.93088065
EUU,2007,100.0
FCS,2007,41.42974958
FIN,2007,100.0
FJI,2007,88.9
FRA,2007,100.0
FRO,2007,100.0
FSM,2007,58.92795944
GAB,2007,81.82025909
GBR,2007,100.0
GEO,2007,99.11300659
GHA,2007,58.57307053
GIB,2007,100.0
GIN,2007,22.94157791
GMB,2007,38.86040115
GNB,2007,8.985853195
GRC,2007,100.0
GRD,2007,88.49269104
GRL,2007,100.0
GTM,2007,80.62535858
GUM,2007,100.0
GUY,2007,78.47763062
HIC,2007,99.92943129999999
HKG,2007,100.0
HND,2007,73.548187
HPC,2007,34.02016036
HRV,2007,100.0
HTI,2007,35.43983841
HUN,2007,100.0
IBD,2007,88.53454291
IBT,2007,78.70663828
IDA,2007,46.54548607
IDB,2007,58.97313222
IDN,2007,91.1
IDX,2007,40.18565196
IMN,2007,100.0
IND,2007,70.05211639
IRL,2007,100.0
IRN,2007,98.57783508
IRQ,2007,98.1
ISL,2007,100.0
ISR,2007,100.0
ITA,2007,100.0
JAM,2007,90.22115326
JOR,2007,98.8
JPN,2007,100.0
KAZ,2007,99.37193298
KEN,2007,30.10168839
KGZ,2007,99.49871063
KHM,2007,34.97443771
KIR,2007,66.35305023
KNA,2007,96.73288727
KOR,2007,100.0
KWT,2007,100.0
LAC,2007,94.36949272
LAO,2007,62.36909866
LBN,2007,99.9
LBR,2007,3.0
LBY,2007,86.56973267
LCA,2007,92.73466492
LCN,2007,94.52504817
LDC,2007,36.11930136
LIC,2007,34.86193324
LIE,2007,100.0
LKA,2007,80.0
LMC,2007,69.90953979999999
LMY,2007,78.50689140000001
LSO,2007,13.71921921
LTE,2007,97.93251881
LTU,2007,100.0
LUX,2007,100.0
LVA,2007,100.0
MAC,2007,100.0
MAR,2007,84.34692383
MCO,2007,100.0
MDA,2007,100.0
MDG,2007,15.89626026
MDV,2007,92.76753998
MEA,2007,94.25704986
MEX,2007,98.14347076
MHL,2007,72.3
MIC,2007,82.98109384
MKD,2007,100.0
MLI,2007,20.80171013
MLT,2007,100.0
MMR,2007,49.48073578
MNA,2007,93.31101946
MNE,2007,100.0
MNG,2007,76.86000061
MNP,2007,100.0
MOZ,2007,14.02905655
MRT,2007,33.04054054
MUS,2007,98.38550568
MWI,2007,7.20501709
NAC,2007,100.0
NAM,2007,43.7
NCL,2007,100.0
NER,2007,11.25414848
NGA,2007,50.13091943
NIC,2007,76.45157623
NLD,2007,100.0
NOR,2007,100.0
NPL,2007,53.725914
NRU,2007,99.8
NZL,2007,100.0
OED,2007,99.79839062
OMN,2007,100.0
OSS,2007,61.98576302
PAK,2007,70.41460419
PAN,2007,87.04124451
PER,2007,81.98813100000001
PHL,2007,82.02796173
PLW,2007,98.32157898
PNG,2007,23.19369316
POL,2007,100.0
PRE,2007,32.46525173
PRI,2007,100.0
PRT,2007,100.0
PRY,2007,96.452771
PSE,2007,99.39851379
PSS,2007,63.25346656
PST,2007,99.96021831
PYF,2007,100.0
QAT,2007,100.0
ROU,2007,100.0
RUS,2007,100.0
RWA,2007,12.03242302
SAS,2007,67.16475223
SAU,2007,100.0
SDN,2007,34.44842148
SEN,2007,47.98852921
SGP,2007,100.0
SLB,2007,12.9
SLE,2007,13.15491676
SLV,2007,91.10955799999999
SMR,2007,100.0
SOM,2007,16.10160446
SRB,2007,100.0
SSA,2007,38.84852589
SSF,2007,38.85469437
SST,2007,68.40969573
STP,2007,57.40335846
SUR,2007,92.78450012
SVK,2007,100.0
SVN,2007,100.0
SWE,2007,100.0
SWZ,2007,40.90404892
SYC,2007,96.28536987
SYR,2007,91.46573639
TCA,2007,96.71062469
TCD,2007,5.207927227
TEA,2007,94.26834226
TEC,2007,99.85457531
TGO,2007,30.06271172
THA,2007,94.50640869
TJK,2007,98.71970367
TKM,2007,99.63339233
TLA,2007,94.42342064
TLS,2007,36.6
TMN,2007,93.2344746
TON,2007,90.11301422
TSA,2007,67.16475223
TSS,2007,38.85469437
TTO,2007,100.0
TUN,2007,99.4
TUV,2007,96.7
TZA,2007,14.48978138
UGA,2007,12.70396233
UKR,2007,99.8
UMC,2007,97.46408957
URY,2007,98.692636
USA,2007,100.0
UZB,2007,99.61108398
VCT,2007,88.79
VEN,2007,98.7796402
VIR,2007,100.0
VNM,2007,94.07367706
VUT,2007,33.62462006
WLD,2007,82.16860597
WSM,2007,92.66762543
XKX,2007,100.0
YEM,2007,60.0882225
ZAF,2007,82.0
ZMB,2007,18.5
ZWE,2007,36.090946200000005
ABW,2008,100.0
AFG,2008,42.4
AGO,2008,31.24573517
ALB,2008,100.0
AND,2008,100.0
ARB,2008,85.08340737
ARE,2008,100.0
ARG,2008,97.47422028
ARM,2008,99.32350922
ATG,2008,100.0
AUS,2008,100.0
AUT,2008,100.0
AZE,2008,99.68460083
BDI,2008,4.8
BEL,2008,100.0
BEN,2008,30.65694809
BFA,2008,13.88648796
BGD,2008,52.61421204
BGR,2008,100.0
BHR,2008,100.0
BHS,2008,100.0
BIH,2008,100.0
BLR,2008,100.0
BLZ,2008,87.60810852
BMU,2008,100.0
BOL,2008,84.674991
BRA,2008,98.526625
BRB,2008,100.0
BRN,2008,100.0
BTN,2008,67.44918059999999
BWA,2008,43.1
CAF,2008,9.520390511
CAN,2008,100.0
CEB,2008,100.0
CHE,2008,100.0
CHL,2008,98.43344879
CHN,2008,98.847229
CIV,2008,55.83730316
CMR,2008,50.465946200000005
COD,2008,11.55587769
COG,2008,38.00066757
COL,2008,96.806763
COM,2008,58.06090927
CPV,2008,73.21240234
CRI,2008,99.263937
CSS,2008,92.75050292
CUB,2008,97.32141113
CUW,2008,100.0
CYM,2008,100.0
CYP,2008,100.0
CZE,2008,100.0
DEU,2008,100.0
DJI,2008,56.00850677
DMA,2008,90.9
DNK,2008,100.0
DOM,2008,97.576197
DZA,2008,99.3
EAP,2008,94.7572492
EAR,2008,75.27881629
EAS,2008,95.29598616
ECA,2008,99.86111794
ECS,2008,99.94441451
ECU,2008,97.206576
EGY,2008,99.8
EMU,2008,100.0
ERI,2008,37.68124771
ESP,2008,100.0
EST,2008,100.0
ETH,2008,31.44497871
EUU,2008,100.0
FCS,2008,41.88288931
FIN,2008,100.0
FJI,2008,86.16
FRA,2008,100.0
FRO,2008,100.0
FSM,2008,60.64971924
GAB,2008,82.70836639
GBR,2008,100.0
GEO,2008,99.15111542
GHA,2008,60.5
