country_iso,year,gdp_per_capta_usd
TTO,2015,18332.49031
TTO,2016,15786.12052
TTO,2017,16076.08204
TTO,2018,16843.70161
TUN,2013,4222.70325
TUN,2014,4305.47417
TUN,2015,3859.81444
TUN,2016,3698.56508
TUN,2017,3494.31886
TUN,2018,3446.60724
TUR,2013,12519.39143
TUR,2014,12095.85457
TUR,2015,10948.72461
TUR,2016,10820.63384
TUR,2017,10499.74557
TUR,2018,9311.36612
TUV,2013,3454.68495
TUV,2014,3398.81894
TUV,2015,3197.79565
TUV,2016,3255.89487
TUV,2017,3572.60837
TUV,2018,3700.71068
TZA,2013,970.41694
TZA,2014,1030.09292
TZA,2015,947.93345
TZA,2016,966.47462
TZA,2017,1004.84112
TZA,2018,1050.67525
UGA,2013,689.15481
UGA,2014,739.37393
UGA,2015,709.02104
UGA,2016,608.70574
UGA,2017,631.52272
UGA,2018,643.13967
UKR,2013,4029.7155
UKR,2014,3104.6583
UKR,2015,2124.66267
UKR,2016,2187.732
UKR,2017,2640.67568
UKR,2018,3095.17358
URY,2013,16973.67421
URY,2014,16831.97294
URY,2015,15613.76427
URY,2016,15387.14403
URY,2017,16437.24487
URY,2018,17277.97011
USA,2013,53106.90977
USA,2014,55032.958
USA,2015,56803.47243
USA,2016,57904.20196
USA,2017,59927.92983
USA,2018,62641.01457
UZB,2013,1907.5617
UZB,2014,2492.33664
UZB,2015,2615.02513
UZB,2016,2567.79942
UZB,2017,1826.56704
UZB,2018,1532.37164
VCT,2013,6639.62179
VCT,2014,6684.80362
VCT,2015,6921.40975
VCT,2016,7041.5608
VCT,2017,7149.63087
VCT,2018,7377.67883
VEN,2013,12456.71245
VEN,2014,16054.49051
VIR,2013,34819.14775
VIR,2014,33573.09703
VIR,2015,34797.14047
VIR,2016,35931.54125
VIR,2017,35938.02439
VNM,2013,1886.6719
VNM,2014,2030.26195
VNM,2015,2085.10148
VNM,2016,2192.21454
VNM,2017,2365.62167
VNM,2018,2563.82073
VUT,2013,3124.23308
VUT,2014,3088.2583
VUT,2015,2721.63594
VUT,2016,2830.96528
VUT,2017,2976.10712
VUT,2018,3033.40815
WSM,2013,4219.90974
WSM,2014,4188.73368
WSM,2015,4155.27935
WSM,2016,4043.694
WSM,2017,4307.80546
WSM,2018,4392.46775
YEM,2013,1607.15227
YEM,2014,1674.00277
YEM,2015,1608.74431
YEM,2016,1139.87057
YEM,2017,963.49472
YEM,2018,944.4085
ZAF,2013,6829.02047
ZAF,2014,6428.29358
ZAF,2015,5730.93417
ZAF,2016,5272.62775
ZAF,2017,6127.4623
ZAF,2018,6374.01545
ZMB,2013,1878.90349
ZMB,2014,1763.05624
ZMB,2015,1332.19432
ZMB,2016,1280.57845
ZMB,2017,1534.86537
ZMB,2018,1539.90016
ZWE,2013,1430.00082
ZWE,2014,1434.89934
ZWE,2015,1445.07106
ZWE,2016,1464.58353
ZWE,2017,1602.40351
ZWE,2018,2146.99638
